Expression	Period
0	PN0#Myonuclei
2.7003561399524	PN0#Myonuclei
0	PN0#Myonuclei
2.6414517051417	PN0#Myonuclei
0	PN0#Myonuclei
0	PN0#Myonuclei
0	PN0#Myonuclei
2.14560021193091	PN0#Myonuclei
0	PN0#Myonuclei
0	PN0#Myonuclei
4.21971573399432	PN0#Myonuclei
0	PN0#Myonuclei
1.93908418398491	PN0#Myonuclei
2.18522619784303	PN0#Myonuclei
0	PN0#Myonuclei
0	PN0#Myonuclei
0	PN0#Myonuclei
0	PN0#Myonuclei
0	PN0#Myonuclei
2.54397753801608	PN0#Myonuclei
0	PN0#Myonuclei
0	PN0#Myonuclei
0	PN0#Myonuclei
0	PN0#Myonuclei
0	PN0#Myonuclei
1.71409722645863	PN0#Myonuclei
1.77082016495501	PN0#Myonuclei
2.76931355906323	PN0#Myonuclei
0	PN0#Myonuclei
2.22471274565542	PN0#Myonuclei
3.52325974693791	PN0#Myonuclei
0	PN0#Myonuclei
2.28187968364256	PN0#Myonuclei
3.11118910256062	PN0#Myonuclei
2.39880485990856	PN0#Myonuclei
0	PN0#Myonuclei
2.06222136969842	PN0#Myonuclei
2.31409562022533	PN0#Myonuclei
0	PN0#Myonuclei
2.24407669582386	PN0#Myonuclei
0	PN0#Myonuclei
2.8153241126795	PN0#Myonuclei
0	PN0#Myonuclei
0	PN0#Myonuclei
2.03456657545104	PN0#Myonuclei
0	PN0#Myonuclei
3.61628443363438	PN0#Myonuclei
2.70191178897047	PN0#Myonuclei
2.69031137676483	PN0#Myonuclei
0	PN0#Myonuclei
0	PN0#Myonuclei
0	PN0#Myonuclei
0	PN0#Myonuclei
3.88927673208015	PN0#Myonuclei
0	PN0#Myonuclei
2.44993663901165	PN0#Myonuclei
0	PN0#Myonuclei
2.45430120071192	PN0#Myonuclei
2.15904206495528	PN0#Myonuclei
0	PN0#Myonuclei
0	PN0#Myonuclei
2.32880763404396	PN0#Myonuclei
1.6435731596723	PN0#Myonuclei
0	PN0#Myonuclei
3.08393496774086	PN0#Myonuclei
0	PN0#Myonuclei
0	PN0#Myonuclei
1.62268849008267	PN0#Myonuclei
1.42901930578623	PN0#Myonuclei
2.09651480349671	PN0#Myonuclei
0	PN0#Myonuclei
2.22030946179844	PN0#Myonuclei
0	PN0#Myonuclei
0	PN0#Myonuclei
0	PN0#Myonuclei
3.54342649551744	PN0#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
3.09948132200418	PN28#Myonuclei
2.11873968172633	PN28#Myonuclei
0	PN28#Myonuclei
3.12149303799235	PN28#Myonuclei
2.6196374607391	PN28#Myonuclei
3.30949531207792	PN28#Myonuclei
2.24861202924938	PN28#Myonuclei
0	PN28#Myonuclei
2.55059644557267	PN28#Myonuclei
2.09276742391351	PN28#Myonuclei
2.37635818765399	PN28#Myonuclei
2.4162781433989	PN28#Myonuclei
2.8530084327453	PN28#Myonuclei
3.85992430044467	PN28#Myonuclei
3.46834129799287	PN28#Myonuclei
3.44224930436112	PN28#Myonuclei
0	PN28#Myonuclei
2.17340558787198	PN28#Myonuclei
1.58370292872339	PN28#Myonuclei
1.19053895827777	PN28#Myonuclei
0	PN28#Myonuclei
3.23514631970531	PN28#Myonuclei
0	PN28#Myonuclei
3.34893967404526	PN28#Myonuclei
2.41720799370422	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
1.71335126959398	PN28#Myonuclei
0	PN28#Myonuclei
3.57549175636281	PN28#Myonuclei
2.39245850696002	PN28#Myonuclei
0	PN28#Myonuclei
2.29823169877931	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
2.54994312838816	PN28#Myonuclei
4.23724728115554	PN28#Myonuclei
0	PN28#Myonuclei
2.04827007539043	PN28#Myonuclei
1.62464979246266	PN28#Myonuclei
0	PN28#Myonuclei
2.68724378430712	PN28#Myonuclei
1.72348982996304	PN28#Myonuclei
3.01639118747306	PN28#Myonuclei
2.08347698886162	PN28#Myonuclei
3.89858365640601	PN28#Myonuclei
2.31163492851396	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
3.03693514791126	PN28#Myonuclei
0	PN28#Myonuclei
2.41907080164453	PN28#Myonuclei
2.38795483309312	PN28#Myonuclei
3.15472929572824	PN28#Myonuclei
1.64088498456524	PN28#Myonuclei
0	PN28#Myonuclei
3.17208366336144	PN28#Myonuclei
0	PN28#Myonuclei
4.02617049042062	PN28#Myonuclei
3.18376401168901	PN28#Myonuclei
2.33125049684836	PN28#Myonuclei
0	PN28#Myonuclei
4.13699359894506	PN28#Myonuclei
1.51620875101972	PN28#Myonuclei
3.29237665493943	PN28#Myonuclei
2.07065390954384	PN28#Myonuclei
1.90667306245649	PN28#Myonuclei
1.85486502345797	PN28#Myonuclei
2.95537401577749	PN28#Myonuclei
3.61834151330473	PN28#Myonuclei
2.92429778308539	PN28#Myonuclei
1.83556961857798	PN28#Myonuclei
3.57044422740993	PN28#Myonuclei
2.81145845078838	PN28#Myonuclei
3.49547378599442	PN28#Myonuclei
1.8199455094935	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
1.80734463789444	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
2.71025564457988	PN28#Myonuclei
1.77650710215293	PN28#Myonuclei
1.74072183545655	PN28#Myonuclei
0	PN28#Myonuclei
3.14723867129186	PN28#Myonuclei
3.34466747536024	PN28#Myonuclei
0	PN28#Myonuclei
1.65170237368734	PN28#Myonuclei
2.74490316437992	PN28#Myonuclei
3.90625833530854	PN28#Myonuclei
2.90914119708542	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
2.66964479961801	PN28#Myonuclei
0	PN28#Myonuclei
2.42031498219016	PN28#Myonuclei
2.37680123153569	PN28#Myonuclei
2.12780896223697	PN28#Myonuclei
1.76920366368494	PN28#Myonuclei
2.36579551251775	PN28#Myonuclei
3.49310040314487	PN28#Myonuclei
2.48298383639514	PN28#Myonuclei
1.66581905683477	PN28#Myonuclei
3.42819866246662	PN28#Myonuclei
2.84687061247852	PN28#Myonuclei
3.51584003829615	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
2.43602524057995	PN28#Myonuclei
3.59108382482171	PN28#Myonuclei
2.4214051598714	PN28#Myonuclei
2.5521227959038	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
3.19536986156097	PN28#Myonuclei
0	PN28#Myonuclei
3.59452014951808	PN28#Myonuclei
3.47351804324178	PN28#Myonuclei
0	PN28#Myonuclei
2.09370258383181	PN28#Myonuclei
0	PN28#Myonuclei
1.38032419413339	PN28#Myonuclei
0	PN28#Myonuclei
3.12512699353343	PN28#Myonuclei
3.08046084616576	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
2.82050467420199	PN28#Myonuclei
3.33230094374059	PN28#Myonuclei
2.25929435895987	PN28#Myonuclei
0	PN28#Myonuclei
2.95286682173062	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
1.8883604758502	PN28#Myonuclei
3.78065843969148	PN28#Myonuclei
0	PN28#Myonuclei
3.11170155280651	PN28#Myonuclei
2.85147000782561	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
3.55904672250949	PN28#Myonuclei
0	PN28#Myonuclei
2.53805331497743	PN28#Myonuclei
2.891553092942	PN28#Myonuclei
2.87388360048713	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
2.34208604607069	PN28#Myonuclei
1.8280804879181	PN28#Myonuclei
2.6788631072448	PN28#Myonuclei
2.78771760383608	PN28#Myonuclei
0	PN28#Myonuclei
2.26546235027253	PN28#Myonuclei
0	PN28#Myonuclei
2.56034635738958	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
1.8099041925235	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
2.14693417019908	PN28#Myonuclei
2.96829420205234	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
3.58141479900086	PN28#Myonuclei
2.4572235330968	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
2.51580470673591	PN28#Myonuclei
2.7519723009537	PN28#Myonuclei
3.54997196484839	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
3.32745308494865	PN28#Myonuclei
2.5809750428345	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
2.17617116813839	PN28#Myonuclei
0	PN28#Myonuclei
1.98261957474169	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
2.55394343774583	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
2.51267327103908	PN28#Myonuclei
3.8252235912969	PN28#Myonuclei
0	PN28#Myonuclei
3.17317926872446	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
3.56015264156676	PN28#Myonuclei
3.19033013767392	PN28#Myonuclei
0	PN28#Myonuclei
3.12582081350753	PN28#Myonuclei
1.99021672505133	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
2.41072065929993	PN28#Myonuclei
0	PN28#Myonuclei
3.15044145660716	PN28#Myonuclei
2.29621992739132	PN28#Myonuclei
2.31656371763325	PN28#Myonuclei
2.80724388093293	PN28#Myonuclei
3.56181395138483	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
1.86034229705167	PN28#Myonuclei
0	PN28#Myonuclei
1.65820783880945	PN28#Myonuclei
0	PN28#Myonuclei
2.0767337617138	PN28#Myonuclei
2.5775959831465	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
1.91649626384902	PN28#Myonuclei
0	PN28#Myonuclei
3.74209223953094	PN28#Myonuclei
2.4601560412261	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
2.82199040652611	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
2.72691868540659	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
2.78486113153141	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
3.07650655669194	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
3.62720848732696	PN28#Myonuclei
1.75363334940268	PN28#Myonuclei
0	PN28#Myonuclei
2.80856107097785	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
2.95655166898559	PN28#Myonuclei
3.86668302288205	PN28#Myonuclei
0	PN28#Myonuclei
3.50952645974826	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
2.56809357792768	PN28#Myonuclei
3.50638546866191	PN28#Myonuclei
0	PN28#Myonuclei
2.15701118679634	PN28#Myonuclei
2.48399047931622	PN28#Myonuclei
2.83095738596262	PN28#Myonuclei
1.96923989795969	PN28#Myonuclei
3.75749568564331	PN28#Myonuclei
2.39607907179059	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
2.37458837341891	PN28#Myonuclei
3.0774935228	PN28#Myonuclei
0	PN28#Myonuclei
3.3747406103973	PN28#Myonuclei
0	PN28#Myonuclei
2.69544810697013	PN28#Myonuclei
2.75679354111974	PN28#Myonuclei
3.18199141046548	PN28#Myonuclei
2.42515372847294	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
2.93267413758685	PN28#Myonuclei
2.43317557494036	PN28#Myonuclei
0	PN28#Myonuclei
4.05646612125005	PN28#Myonuclei
0	PN28#Myonuclei
2.41720799370422	PN28#Myonuclei
0	PN28#Myonuclei
2.56089741343352	PN28#Myonuclei
3.30683131006886	PN28#Myonuclei
3.54017070438408	PN28#Myonuclei
3.76487975657908	PN28#Myonuclei
3.20100207813471	PN28#Myonuclei
4.28825263066893	PN28#Myonuclei
2.60384787046649	PN28#Myonuclei
3.29737888635614	PN28#Myonuclei
0	PN28#Myonuclei
3.85870054413606	PN28#Myonuclei
2.41907080164453	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
2.95109510516706	PN28#Myonuclei
0	PN28#Myonuclei
2.33069148836054	PN28#Myonuclei
3.50429727953181	PN28#Myonuclei
2.54668400948424	PN28#Myonuclei
3.72931112856678	PN28#Myonuclei
2.11616756792241	PN28#Myonuclei
3.15795836738679	PN28#Myonuclei
2.98137517916811	PN28#Myonuclei
0	PN28#Myonuclei
3.02009202040506	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
1.87984220744979	PN28#Myonuclei
2.23956666872002	PN28#Myonuclei
0	PN28#Myonuclei
3.12825333063389	PN28#Myonuclei
0	PN28#Myonuclei
3.05121366375915	PN28#Myonuclei
0	PN28#Myonuclei
2.42280890680479	PN28#Myonuclei
0	PN28#Myonuclei
3.77606405703725	PN28#Myonuclei
0	PN28#Myonuclei
3.95665312444481	PN28#Myonuclei
3.4291609402908	PN28#Myonuclei
0	PN28#Myonuclei
2.56753787698029	PN28#Myonuclei
0	PN28#Myonuclei
3.47553894816296	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
4.15927691336148	PN28#Myonuclei
3.26654844895125	PN28#Myonuclei
3.57746198474792	PN28#Myonuclei
2.32651099002087	PN28#Myonuclei
0	PN28#Myonuclei
3.07947066531151	PN28#Myonuclei
3.92986684497901	PN28#Myonuclei
0	PN28#Myonuclei
3.85281343361656	PN28#Myonuclei
2.62674877270023	PN28#Myonuclei
2.20365030225719	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
2.14760199418497	PN28#Myonuclei
2.17202639373152	PN28#Myonuclei
0	PN28#Myonuclei
3.4330199616963	PN28#Myonuclei
2.45332933989141	PN28#Myonuclei
0	PN28#Myonuclei
2.05387966967983	PN28#Myonuclei
1.95427082523456	PN28#Myonuclei
2.4769690140238	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
2.31574019311609	PN28#Myonuclei
0	PN28#Myonuclei
3.94003047035101	PN28#Myonuclei
2.57087749634893	PN28#Myonuclei
0	PN28#Myonuclei
1.41611978478483	PN28#Myonuclei
2.4920870175616	PN28#Myonuclei
0	PN28#Myonuclei
3.22620080581533	PN28#Myonuclei
2.85609327444067	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
2.41256905039555	PN28#Myonuclei
3.30746490399945	PN28#Myonuclei
0	PN28#Myonuclei
4.22366715230208	PN28#Myonuclei
3.46248009346687	PN28#Myonuclei
0	PN28#Myonuclei
2.57423016653601	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
2.51371580201483	PN28#Myonuclei
2.95052264812006	PN28#Myonuclei
2.92346442748101	PN28#Myonuclei
1.62826047040432	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
3.61294386105214	PN28#Myonuclei
3.55639778749071	PN28#Myonuclei
3.24142075019526	PN28#Myonuclei
3.0934319407557	PN28#Myonuclei
0	PN28#Myonuclei
2.85403552717339	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
3.44273758440489	PN28#Myonuclei
0	PN28#Myonuclei
2.27872692619724	PN28#Myonuclei
3.59509408522033	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
2.39607907179059	PN28#Myonuclei
3.49599053179039	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
2.6114142216782	PN28#Myonuclei
2.68139421110004	PN28#Myonuclei
3.10252109919077	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
2.41860471057635	PN28#Myonuclei
0	PN28#Myonuclei
3.58254721551501	PN28#Myonuclei
3.23085722333062	PN28#Myonuclei
2.91434821331261	PN28#Myonuclei
0	PN28#Myonuclei
3.45453319202977	PN28#Myonuclei
2.38975337871679	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
3.23085722333062	PN28#Myonuclei
3.22969091676493	PN28#Myonuclei
1.99623969310687	PN28#Myonuclei
2.18382640423796	PN28#Myonuclei
0	PN28#Myonuclei
3.51215197733448	PN28#Myonuclei
2.83925737038806	PN28#Myonuclei
2.95741626052516	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
2.88195867041462	PN28#Myonuclei
2.25241099290351	PN28#Myonuclei
2.15498549876768	PN28#Myonuclei
2.21957791906369	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
2.67823147807854	PN28#Myonuclei
2.16756046114617	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
2.88116376274183	PN28#Myonuclei
3.03693514791126	PN28#Myonuclei
0	PN28#Myonuclei
2.8160623434147	PN28#Myonuclei
2.83774250824316	PN28#Myonuclei
0	PN28#Myonuclei
2.04974233716016	PN28#Myonuclei
3.22736271156886	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
3.33927053728407	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
3.79500055002248	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
2.53733801268595	PN28#Myonuclei
2.64417957597193	PN28#Myonuclei
3.93477131648504	PN28#Myonuclei
3.81866637277756	PN28#Myonuclei
3.20100207813471	PN28#Myonuclei
1.62924857899404	PN28#Myonuclei
0	PN28#Myonuclei
3.21810814418565	PN28#Myonuclei
3.06728093671552	PN28#Myonuclei
2.68012774048259	PN28#Myonuclei
2.57423016653601	PN28#Myonuclei
3.57625523525237	PN28#Myonuclei
1.63189065747559	PN28#Myonuclei
0	PN28#Myonuclei
2.50541114883216	PN28#Myonuclei
0	PN28#Myonuclei
1.93857473574708	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
1.96290084905076	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
3.87012453186867	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
3.39512712165809	PN28#Myonuclei
2.55430803147033	PN28#Myonuclei
3.22272383346437	PN28#Myonuclei
0	PN28#Myonuclei
3.72140909741159	PN28#Myonuclei
2.24257055439926	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
3.29737888635614	PN28#Myonuclei
3.8758879635268	PN28#Myonuclei
2.01516306475125	PN28#Myonuclei
0	PN28#Myonuclei
3.53670529149009	PN28#Myonuclei
0	PN28#Myonuclei
3.3288356131091	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
3.22388137028609	PN28#Myonuclei
3.58851474506682	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
2.45042047371683	PN28#Myonuclei
2.50437875320082	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
1.86217722080732	PN28#Myonuclei
3.11272731533028	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
3.11498804944233	PN28#Myonuclei
2.46277131099291	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
2.50309002181699	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
2.05684853102173	PN28#Myonuclei
0	PN28#Myonuclei
3.30915660256334	PN28#Myonuclei
0	PN28#Myonuclei
2.76164132294457	PN28#Myonuclei
0	PN28#Myonuclei
3.09746040728121	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
2.53805331497743	PN28#Myonuclei
0	PN28#Myonuclei
2.21665838732908	PN28#Myonuclei
3.96169643183666	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
2.85841393312559	PN28#Myonuclei
2.95857034099664	PN28#Myonuclei
1.79677704122003	PN28#Myonuclei
2.60675015716478	PN28#Myonuclei
2.87878327286527	PN28#Myonuclei
0	PN28#Myonuclei
3.08145210306442	PN28#Myonuclei
0	PN28#Myonuclei
2.24785437195001	PN28#Myonuclei
3.02101959326864	PN28#Myonuclei
0	PN28#Myonuclei
2.55048752470993	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
1.76117604585597	PN28#Myonuclei
0	PN28#Myonuclei
2.57423016653601	PN28#Myonuclei
2.16790310503083	PN28#Myonuclei
0	PN28#Myonuclei
2.23881743979135	PN28#Myonuclei
2.47198915915551	PN28#Myonuclei
0	PN28#Myonuclei
3.62869441256986	PN28#Myonuclei
3.55134133517787	PN28#Myonuclei
0	PN28#Myonuclei
2.69770496131473	PN28#Myonuclei
4.09284614019743	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
2.52210237515815	PN28#Myonuclei
0	PN28#Myonuclei
3.16989636114078	PN28#Myonuclei
0	PN28#Myonuclei
2.02995669182773	PN28#Myonuclei
0	PN28#Myonuclei
3.15903725254574	PN28#Myonuclei
0	PN28#Myonuclei
3.25649535921204	PN28#Myonuclei
2.42000376355257	PN28#Myonuclei
0	PN28#Myonuclei
2.05328726355058	PN28#Myonuclei
0	PN28#Myonuclei
2.47763521808082	PN28#Myonuclei
0	PN28#Myonuclei
3.05795447311522	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
2.4779685171541	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
3.60177729359756	PN28#Myonuclei
3.29320849087749	PN28#Myonuclei
2.90804882529951	PN28#Myonuclei
0	PN28#Myonuclei
2.26314385595782	PN28#Myonuclei
2.78771760383608	PN28#Myonuclei
2.51894771481597	PN28#Myonuclei
3.27886966391918	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
2.15363791162367	PN28#Myonuclei
0	PN28#Myonuclei
2.43317557494036	PN28#Myonuclei
2.88994685880331	PN28#Myonuclei
0	PN28#Myonuclei
2.93914929428827	PN28#Myonuclei
1.69242227936242	PN28#Myonuclei
2.90287816213688	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
2.48298383639514	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
3.56236837113335	PN28#Myonuclei
2.5642112138591	PN28#Myonuclei
2.98642284734341	PN28#Myonuclei
3.97728908068799	PN28#Myonuclei
3.41539859627775	PN28#Myonuclei
2.35622996600174	PN28#Myonuclei
0	PN28#Myonuclei
2.91352404047583	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
3.02941070322695	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
3.43592468894553	PN28#Myonuclei
3.59394656161837	PN28#Myonuclei
2.98107913380208	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
2.94795108529198	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
3.84367729691561	PN28#Myonuclei
0	PN28#Myonuclei
2.28610242716694	PN28#Myonuclei
1.63504165929858	PN28#Myonuclei
3.00355599440811	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
2.31409562022533	PN28#Myonuclei
3.49844895623993	PN28#Myonuclei
2.27715511325224	PN28#Myonuclei
2.94197918606241	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
3.21122760402994	PN28#Myonuclei
0	PN28#Myonuclei
2.43960098607202	PN28#Myonuclei
2.99449811570996	PN28#Myonuclei
2.28583786388265	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
3.73727922202621	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
2.49259563078473	PN28#Myonuclei
3.30430124543998	PN28#Myonuclei
3.14298560709183	PN28#Myonuclei
0	PN28#Myonuclei
2.47896920370852	PN28#Myonuclei
2.37282232612858	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
3.23085722333062	PN28#Myonuclei
2.81828072874165	PN28#Myonuclei
0	PN28#Myonuclei
3.70579899997254	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
2.86463204826055	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
3.88775382134371	PN28#Myonuclei
3.06280008569134	PN28#Myonuclei
3.84181584429396	PN28#Myonuclei
0	PN28#Myonuclei
3.13980870009074	PN28#Myonuclei
3.29821521770717	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
2.25775966161398	PN28#Myonuclei
2.01235061925175	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
2.14537810421664	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
3.09544395314436	PN28#Myonuclei
2.80359526053181	PN28#Myonuclei
0	PN28#Myonuclei
2.56200059012028	PN28#Myonuclei
2.67006170336998	PN28#Myonuclei
0	PN28#Myonuclei
2.11041095256371	PN28#Myonuclei
3.13034349870438	PN28#Myonuclei
2.38436936776056	PN28#Myonuclei
0	PN28#Myonuclei
2.4088763494673	PN28#Myonuclei
0	PN28#Myonuclei
1.69495862802837	PN28#Myonuclei
0	PN28#Myonuclei
2.52210237515815	PN28#Myonuclei
2.46473810189251	PN28#Myonuclei
3.16011740643441	PN28#Myonuclei
2.42047063492903	PN28#Myonuclei
2.54885537438827	PN28#Myonuclei
0	PN28#Myonuclei
0	PN28#Myonuclei
3.06377231028567	PN28#Myonuclei
1.73762719249798	PN28#Myonuclei
2.58606867719126	PN28#Myonuclei
1.9650079517119	PN28#Myonuclei
2.93689177353106	PN28#Myonuclei
0	PN28#Myonuclei
